a,b
121.02311817557518,69.98209019111037
69.74097787489535,139.77462385116763
93.73769270707831,175.42592372195662
100.33164515964853,85.49355497248739
75.04892470808674,83.48895291185258
51.59393663991726,39.256158784921375
96.59235661452985,159.92075359177403
108.24017798678345,120.38947293290829
87.97663269255601,70.01021039005818
32.4440873135558,121.33880142550376
77.41351742779491,134.3334823762641
85.43589047315079,32.67323994411554
120.77301830971305,62.1735973385602
128.8638234973099,97.48477693383204
67.87868164836672,120.70450443707375
69.28876979982563,91.27165241808913
67.72804206647353,111.55115192715625
91.39236722276793,103.35936066511442
62.74392412287394,72.58751563536813
92.8782015895186,70.586359332706
89.65439735792211,106.46827692951993
108.39191466480933,71.90794258318356
88.87507644359256,48.580169305201416
116.05883622483913,66.47061374493228
103.9898877229494,98.64280106694947
76.93909070372817,110.9345006586227
84.47838716083452,107.27715096922682
80.43309126508254,135.38116576067495
91.16171722478153,75.67814137018752
112.53882977239147,106.62196737878499
81.66084364755196,131.87675951293895
136.34130134798608,101.04573097110206
100.31998181879584,60.25826769074308
98.48348522694117,112.68645087212542
114.89996889547547,47.40649924031187
114.47986774169283,67.89128059946898
110.9820077141554,128.80955561620377
101.13217993983226,82.79703075439757
89.42557011766561,108.54343339673758
117.42026449354869,96.72234749554588
90.06067363986398,109.84970616043968
99.27578775261878,180.58885290875395
80.28679189351351,95.99786300650266
120.63092802373528,88.41116478228491
146.31129272705329,107.45275649705903
120.5057037113674,46.34150106549347
147.63176813569862,126.45068492674048
80.37413374467133,126.44095986197998
152.42855206541,117.51957547186178
120.1737510706749,89.47006102537091
132.70135010977123,55.840917163651596
155.8780090860219,113.11618869487977
119.92356364655902,94.86790957485522
101.91213779941202,39.589718685319575
82.544303865133,76.79335364859372
64.44514931156601,127.90958246369712
77.09807492243294,58.74813375976575
82.84372014932586,72.20644967495423
103.89821251280512,59.344496249038215
115.49710081447297,147.27970862592582
115.87115105558051,84.08823176555016
87.26915883472485,91.44583143051685
83.29885576224336,122.58230511207667
71.39074979832833,46.88126515660601
82.79452523298639,68.51373911275235
66.15017923594527,97.16818900178424
110.4904220796667,131.67583386754922
60.273006796202594,85.70000438122685
102.3283248558539,101.35992385115637
149.41734438597337,134.19283932843354
109.97187276902702,
74.37705744300712,
117.34951425270103,
94.14970925220987,
90.81906482838494,
102.88846328171175,
86.3258121787679,
101.73543458445246,
60.27388073091025,
61.375931371755186,
31.776537051156268,
133.40807775778944,
97.20275096640606,
85.09206609498223,
128.405178916066,
89.87455255889942,
154.56052176359924,
98.81653752867972,
43.09822379418398,
137.67553078120426,
87.04880255428081,
87.74371259217767,
126.75941019774359,
119.33607269799526,
60.92072638452212,
100.1191309911232,
87.67500178401167,
112.11612262058102,
63.680039126369415,
84.886137582957,
85.2551559739093,
83.43565963254595,
96.51792012541107,
149.2109814146113,
67.72804206647353,
52.647380815935776,
116.77947744220587,
135.25658999145213,
82.2876999511269,
89.27232087519832,
29.532648932377555,
84.0457044034156,
111.82254152661872,
141.03884588070852,
52.53644651588137,
97.95550102679891,
116.83920867766284,
88.2574481000329,
89.90471357839112,
88.25034221651579,
