a,b
139.2672863626858,99.2586998430845
86.96294107846225,69.68922491253154
82.24594043875985,39.46341231839572
96.17906305055743,112.93165403900372
122.31239409595347,105.5028281722274
78.39818493805359,138.32953935779264
92.08435866846011,123.60597691519473
128.29953437438382,95.6515293983891
74.13688364880264,23.135050504140892
74.39147620613484,99.65630314451315
113.43087059274912,95.46184374155476
108.87745438841543,70.01789954089027
63.262232030936396,111.92036210299678
91.05616791941209,65.27355143847512
37.575277606357645,110.83120538000102
117.33999271842248,101.42473776899442
106.62979926983941,117.2643805347684
97.53250665511284,80.01331404152485
115.08921024957235,159.4830642873043
59.50180852154833,108.90752597540072
53.816533915440544,105.10984715235826
146.1957097462432,62.67109966133861
83.29265266859375,111.457025215914
109.5119170372227,118.95208965794237
124.35303531488066,86.8091399767819
56.56778484114365,104.14466636547864
85.62032945919759,143.84239014870073
93.14991505018887,102.39424565325112
25.720206686362957,98.1020262114235
68.38333304539782,134.6829509903005
119.21125699144845,133.53463725690042
81.42349349294552,89.03313440143017
160.44876330071185,93.55775520929402
130.14333831987358,87.71634767899357
114.11152254971012,150.3146886468013
17.532268569143127,100.41049470126046
95.87070833723905,95.03561405163205
34.552154320210335,78.39522993783935
128.8354359166832,149.51116153809264
66.26250817580501,123.32639263094802
76.32180020191348,105.04066005094879
87.10185476287018,113.96595684117366
127.10979462949688,103.33378091889476
102.53374700479368,104.10125757477095
112.80377297910333,58.779815896401004
121.92750917059857,97.46054491480699
109.94433755333833,109.24271796498577
146.0276762699633,93.5156133396945
160.1416884467718,90.11240393000246
106.15900122816127,95.83065665253723
77.36240891001466,112.430312429051
101.70107880664409,125.04907877649052
78.08457590012566,124.38558651259282
74.13688364880264,77.55231461584992
94.43467404407775,102.95954734645454
60.4863905080189,93.58794633302143
95.37450193026751,95.89543101784858
152.63620602166793,102.541868551675
39.81794292297414,84.46589092804764
85.64346448882567,172.4205867787436
129.47302412338666,96.52304378672619
81.31471945816641,73.4843309827146
68.18651465252987,142.47665245020744
97.73686521702686,100.93960358989436
142.47284945750636,32.610676128699424
92.88830397013025,102.95954734645454
108.11267449921101,124.35056403877168
68.79376489977528,120.70774269942365
146.500747628387,87.2134438067293
109.36455948635754,85.88258773407266
68.18651465252987,
114.98921434482554,
141.63428694449573,
158.78331920927187,
104.62307357152619,
55.758572443899595,
108.28059874386986,
147.81796136719902,
162.95381469435213,
40.5627289419762,
29.867658661857945,
119.03373940078703,
76.53270792870119,
70.5285425813412,
112.41806236000986,
119.83047407262714,
23.54476057012154,
85.6765029883598,
81.69494346161959,
115.6521992016497,
87.82606732350698,
143.8848903906072,
68.85871512259781,
93.18632242871671,
118.16205032663697,
71.33288119390394,
159.71018149840575,
73.39657647930659,
83.83302815970418,
133.64166421424773,
119.99253578745169,
85.95581181245923,
77.6689335686615,
98.32006092434123,
68.91923606205926,
39.45318995865451,
141.4461893062778,
132.0356483511668,
110.99276053998602,
107.80251809507932,
110.40362064559122,
148.7426382254177,
85.67981823313858,
127.67188766150666,
98.2773842759164,
59.388982099149075,
118.47511812681005,
78.10733662807279,
147.07221328879584,
34.82981953824924,
