a,b
49.62786264570462,100.53244857966499
99.37059910191897,77.86737719440555
113.91056481890335,135.6516921031574
84.6489028431915,43.97888607599991
152.91865564182882,60.92041193517393
122.5153120428637,96.34192212802765
109.9462186354064,125.69487989765616
142.42838633438512,86.42343823560834
105.58620681927617,109.99621300937615
97.53366184873252,94.50105748534176
114.79024327852419,68.5901951027811
97.06859956236127,98.48747445849108
89.2788201095906,100.49135555247317
66.4077534553561,109.02096440765891
54.615411789492306,156.1680511193769
92.25028819917155,107.14255526827974
140.9633883492317,145.65642651199897
61.67895209643849,92.79355350851945
43.85116339753154,112.11187028276878
129.44324946533052,125.39655773247311
73.60271744301461,106.46929379136078
79.24967097629795,73.31959989689165
116.52342528423745,97.03094837737349
97.71542557499889,97.59890447248338
116.57760624759987,112.82354867093599
92.46850423796374,148.4899056214258
97.1921668573516,93.12439578203166
105.7769702884155,108.24515552481627
97.79967304193437,62.659895443229274
137.6940293742465,100.33893092945779
58.318913599054895,118.73354229620651
65.13272466502593,105.06262484960999
114.11545803888164,111.6248455392724
46.99271717162464,100.09812056968009
60.38456319749256,73.747234698292
77.26842219379327,109.96282633981797
106.62855830889163,101.90794443671423
79.23866825197581,116.34447855588797
141.5971636201628,63.56399245232632
131.13199256972146,74.79005728400944
108.16652917896145,104.51954499111196
72.88087801397532,113.82991337305592
119.8870045055825,104.73540609703296
92.86897878937923,130.56179270232704
77.37628725362032,116.71966052062285
83.41492972322494,73.60142430322364
67.38129463254839,99.07310775483094
170.17967221995514,63.155753688050424
66.63370221244529,77.54491809698185
65.69747507268397,149.342771033611
122.9600840119661,108.63665768830649
119.33034187938826,80.7675497372316
77.41951381853578,96.15680738781172
70.7941760605573,88.21001356042291
67.81112720669601,85.69584573671153
123.65163651998901,116.39059755975694
108.74359291678452,108.51950179931981
179.4629981481549,101.35999840242546
139.73379122459932,106.42614929865624
162.42605826258261,157.80179883728428
60.28721438371292,116.90167391139397
127.59626712553961,109.85033850311575
127.70131071230195,111.65139740069392
148.65763712983738,106.04420905271068
132.5511910782348,101.26492826136045
72.34644640712472,63.40707643953481
124.73005768698172,94.46276507942801
101.13254190451093,95.38679179163103
103.7984245358206,73.69207538964984
72.88611210451164,90.42183661376765
100.51034885570057,
69.73670366424957,
109.39164350195281,
91.53378213611262,
91.99220451922484,
131.9793705913003,
106.92872129205816,
96.02003578348125,
90.70639591375264,
96.12285438929666,
151.18535184884692,
79.87399587904291,
76.79229093202713,
81.4455368942288,
137.0460499788138,
124.96804280661317,
155.88312661801436,
57.66598639101111,
88.66748918650472,
69.67359555191064,
74.99582560931063,
77.02843719562027,
107.3092392200135,
97.85166136489221,
116.47235333523551,
105.73564482874039,
45.76732156469861,
74.24043997444534,
137.0146388482388,
145.94618568856663,
162.4162472185226,
54.175344556862775,
114.0182213152641,
133.81447531040868,
102.12376933218964,
120.33445820719466,
148.34966618491796,
108.1685099272035,
78.76494621365629,
145.79696281683488,
95.02364398738459,
47.61987205439052,
67.72643674315711,
105.27450154010883,
120.71539452748763,
97.31069638010533,
108.21711558069784,
56.074012872866504,
148.18711902790318,
153.89906536879306,
