x1,x2,x3
234.23848606778233,270.3957081087814,257.290944551205
236.2796978563906,245.696183921365,227.4341135674108
196.00382452010152,238.8650037808111,285.781904258586
293.8780818977323,304.6735217736859,261.9649233415186
219.40742546195867,247.10982896326865,232.55931851148551
249.39552918072437,213.3227622210415,260.48149235810035
255.8939746516085,277.78972215714236,294.53308621066725
246.618065962396,168.32292538824555,248.16289382892143
260.00965892744773,214.92448582889372,227.84901852500795
269.25379296326344,272.34417486692763,244.48758612992134
223.14626255643518,284.7186738398953,259.4572431375181
213.70517869519117,266.23169099600955,266.8111345483331
324.64145967146123,230.9621718452192,251.0480298588356
262.724582597316,259.39801924816015,331.64885421577077
254.80991013756227,289.22499387929133,316.68996550491596
245.7789793006887,245.11385828298177,230.046032445643
264.23593492314615,309.32165998331357,261.45707953265554
260.2522996416617,254.69701249415175,275.57761466856414
237.1485994338779,261.27306482736157,229.5291132785402
214.27083609229325,241.31282158696604,221.00780184798836
210.05210312958968,246.2989621260851,305.55009366765535
282.48380280079897,264.51668813866775,250.9530267665353
269.24215727451065,282.36078397551285,220.08996661564152
265.87405980528064,269.27772998706894,230.44942751678016
222.86948027003479,237.285432975482,316.29248508843386
200.79587340261304,271.8403262603225,259.9557279172608
267.0663493609556,317.0014503564151,302.9989818467833
224.18166820051488,265.38023237573697,219.6199192473353
266.1835084856081,207.47838918514316,273.4555760257086
274.72335396258563,272.8200065575767,302.58826355886345
262.93722093981046,246.61647029488245,248.7548922651688
253.14144139159913,233.28157988111968,193.1428531331461
256.4864988116609,291.9486752988629,248.7546362617172
218.77053467168662,300.7118191025943,301.719320944607
227.8846923802952,243.8432893880348,307.2018524700096
219.39148599351262,202.80328457233696,275.4268057738235
229.94098255279394,226.0571595703376,300.92571367844664
226.09781230699252,205.4852383040782,270.263833531926
299.28497643220004,176.29800272801708,235.82937407020168
267.01825094062053,241.70043387446998,320.426135718486
218.7893913822721,313.11524245131733,274.3308135550965
243.43926965073993,274.97289342362154,269.3273652974709
192.1195991871632,241.72876928475836,300.09736371804195
231.27518531590175,211.30661940550252,258.0562022623665
259.0384367576206,240.37596317277485,275.0413709429274
268.41839717122656,244.01013053064108,232.78422162689665
280.10989377038914,274.1340552144935,309.6103448674868
280.7002284926173,256.78480180810277,153.2334156710803
238.53612581726605,278.71892094799176,230.36337842288765
349.8482918943292,294.8676250425183,216.94518844724047
262.1151529613138,273.915783190941,380.07278051506637
223.66803419269155,296.1306704553188,263.29858457463723
235.85759838799672,233.41267444840878,278.1586924871906
298.7059029597616,251.39432072054797,245.95126889193796
235.93219263709156,262.57304115005826,264.50040888708867
192.28667747632306,263.34590330916564,231.0193129915179
203.79366471696684,262.9730943662915,240.7310668124322
219.0826730828719,309.98869772123663,254.00238996430093
259.9621057352249,259.23429301332993,260.1132010942148
265.3297658370091,233.32106156403856,262.19979301713255
267.96528692799853,221.39403270843763,269.387734064357
242.68923961299944,280.7085202122218,275.4268057738235
269.957509982543,279.240887854699,264.151101246267
226.8087117319315,254.17335211980912,231.84814756877654
194.73233426537197,222.58637592615912,214.06767105092453
271.8971034202239,221.4867296778259,255.45316936634882
232.19786722584732,215.24932826774634,241.56542064696868
279.5885478514492,256.79818745383284,278.7658747188193
211.77851626673967,207.14610182657188,271.8505409504523
248.51332629269297,278.1450325171393,167.72221932110386
224.14979677272783,274.79146800150335,217.2355198508495
220.82820527280617,285.641278487956,235.44678906665982
230.0618993854,294.1676602825639,264.1550448955279
245.1322100934806,284.0074156069491,234.52920121603594
229.55100874304867,221.45448959614095,273.8503700607426
253.96890599397935,207.26075712195956,248.46930573044693
254.66681273946315,259.4776068942507,205.1926416025924
232.99517498784132,276.23188499566686,286.36188752906304
280.89670075274876,303.8254466192423,290.2616285540472
271.82704591913165,249.11602103801624,211.07593567764707
224.58002572635286,322.2945094387217,208.95480166977637
217.94511329208785,305.5390201970832,241.40769561198948
270.06834491911707,226.11676758182406,175.14533765669415
264.8441884628719,288.74772742648395,255.77285675716783
196.32147603018996,238.11299462739225,256.37646155742647
224.20296716992348,269.72121296993237,251.58252633192757
259.73662578907204,236.7484531674259,291.00965764127795
286.73214786637277,306.0834029159896,197.11158509937272
234.77183722400497,276.07227350583196,297.9771118035667
265.87405980528064,194.1653818657938,276.88159948444803
259.4910864898768,239.27001234110543,208.6472061588945
237.28412791857977,199.82960752519364,288.8121972566471
268.40085063342235,242.97570478835235,200.48827418581004
232.89753905460384,262.3703339704828,264.4483763866718
231.4147997307844,211.4689949610222,258.4456582193579
259.15221150956233,237.57094329234542,264.9350484414888
265.8998188935649,196.6795599777572,308.495818256238
228.8028149799385,306.72483157172957,180.1653136162
252.07867982157057,243.58202313832425,267.28735811875504
264.3372231606685,237.5243760245339,261.06102891077614
