x1,x2,x3
211.36308316967776,390.8341119306752,304.256434567291
117.42864273609376,412.0451402077667,421.3240478970789
231.63672313526797,358.91184774823654,375.0894712959069
244.28466592524623,196.34488514749594,266.0956648727213
242.22143268024823,240.83714489764736,225.64752613770895
99.76403067714145,499.6405831092869,399.65386695442294
251.55213950715725,422.6744614924767,317.47576672356826
243.22793948845313,415.56453884954266,293.1346908926746
409.9883220802524,312.2431600183919,338.1120907454217
335.5438549199413,344.3466685185874,248.27798912423404
351.27996326194585,312.8994776316505,374.6313386458072
184.64776136638983,350.1976922602075,307.97647530602796
116.99810949920794,428.8301400958291,264.4391893581209
175.19607551605458,324.06470120609447,206.69304125368984
270.39462057480876,418.3116846708419,374.17877143305844
416.79212511752223,383.8089861547092,111.34640060541852
259.99318119361106,502.97502711164816,296.7012342608821
346.3484132230887,303.1627379656499,256.5742256072971
317.4172224551198,418.4958695975762,258.15809524096625
136.2399384934929,446.43138116166347,246.00437585908188
150.86469306346413,471.2515827523799,274.0590173612585
60.30726450902307,381.3124355530492,469.10913531725987
296.3392553188403,392.29244023298776,300.02326743059746
249.76040567586526,459.2122412856133,213.48802180357657
345.6091786255512,402.7119050997356,189.03776012247556
336.34678775881196,335.18102536851376,374.17877143305844
272.7856034450788,238.38006793335165,138.0647276926851
334.3642871079059,453.24537995889585,246.50495026169463
248.02801822457923,278.96692392968566,502.02873780727964
255.87618350132053,360.96353516069667,396.8231286268606
234.44560243381207,363.60927268312827,290.63222285234883
231.27459882202095,570.3871676432814,255.4845398212454
232.1805854607433,367.01862894728487,179.25068086826488
143.80992169660624,326.0800535307998,154.8654328151349
285.87897062097693,250.71647016924265,363.0116707900023
114.74290320970246,412.7262700639278,272.5727727949463
205.92217654772094,483.9328081493103,356.6033701124339
158.7934003454774,264.7324977925606,283.77762714125606
209.9939915044599,468.7690465781633,305.8746881481187
222.25584172275478,499.1571479913429,399.0713600269884
234.91377231601854,328.4219853158317,262.5651147971954
336.69523342164763,471.51137363764286,433.7992827411007
356.88797728865643,341.92900577869966,333.60023816955686
312.2567294286088,350.25707125283157,319.44821733074997
242.8930249496609,330.40019803488343,140.9210224771706
202.6490715917636,326.62945984364353,293.9278154548454
410.77905472732044,325.48004654415314,449.43541576721907
230.9514456280803,263.13026731755554,432.3875892098192
122.10792005572523,330.2211715303711,313.7583614257656
210.72689152155598,248.9222164648766,414.69549278724537
286.7850522694662,336.7175967128073,215.88697109806162
317.14501972073623,284.5814057039597,455.80776169585226
317.8016956625251,475.6287742948377,333.2950699013955
297.92439533024344,308.6332766293486,282.43078377199754
336.37271523374886,229.51287035332672,366.8800269040758
