C1,C2,C3,C4,Date,Weekday,Temperature,Humidity,Wind_Speed,Precipitation,Pressure,Visibility,Y
X_2,Y_0,Z_3,W_2,2023-03-27,0,10.53331474075095,88.10160505928975,13.632210648394711,7.814898845155856,1046.992484463822,6.100291534072265,27
X_0,Y_3,Z_2,W_9,2023-10-12,3,-1.6980455276021011,42.81103885771532,6.1653660099808905,1.1396490702090478,985.7662755098208,5.720027306687637,-5
X_0,Y_4,Z_3,W_5,2023-03-01,2,6.705572051335377,30.026275504162577,12.749443174377653,2.134840357888721,961.23107290723,1.8150050089962833,11
X_2,Y_4,Z_6,W_5,2023-02-23,3,13.50094632050978,70.672815234165,3.738548167932251,5.520961595425984,972.2537327116431,9.343229434806076,58
X_2,Y_3,Z_2,W_3,2023-04-03,0,-7.600114457263496,33.941831419522465,4.697525326241213,4.399400082173093,1017.066734598719,6.3302977333129276,4
X_2,Y_1,Z_6,W_10,2023-11-21,1,22.169168480482334,74.51202881050638,0.8883509575874488,17.47971240297671,967.2933369958331,3.3759257247879155,93
X_1,Y_1,Z_2,W_9,2023-09-22,4,14.448201216698386,52.71637843183395,3.866515382783609,19.72716360778519,1028.0122273060988,7.186763713550686,73
X_1,Y_4,Z_3,W_2,2023-08-01,1,27.303155774480302,73.5141820187963,7.354707284449521,16.333473246636046,1042.3030239874713,3.861171917819986,84
X_2,Y_4,Z_1,W_0,2023-11-29,2,2.2301225536038753,32.07039037736084,14.192053765848634,14.596978054983769,1046.3651515078848,5.552704240969833,-11
X_1,Y_3,Z_3,W_11,2023-01-10,1,30.64944973711645,50.642185244305665,5.833544608372473,11.772482798546285,950.932550597489,4.070185939530846,86
X_1,Y_1,Z_6,W_6,2023-12-24,6,34.94124138636995,55.12190348817456,9.596158192250188,15.398165983597456,1045.8154164954417,8.923546238839236,100
X_0,Y_4,Z_3,W_4,2023-07-22,5,31.368429726995352,85.44864541761056,6.415651762031819,18.940666243847815,1024.0194419129618,9.945825260814372,110
X_2,Y_1,Z_2,W_9,2023-07-15,5,25.005161412491937,31.32780614643338,0.7018777615191185,12.02689339814162,958.4050232263802,2.4506385879510884,62
X_2,Y_4,Z_0,W_6,2023-02-27,0,26.556596129320134,84.93505914279157,7.55298938845054,3.092264880396678,991.5240468778726,1.2122105550093718,91
X_1,Y_0,Z_2,W_0,2023-09-13,2,15.818490914506391,74.38871323725726,0.9887047005588129,3.2771663453743938,1020.0045474579509,2.9739025628383824,59
X_2,Y_2,Z_4,W_7,2023-08-11,4,-1.443076168932528,68.47152432693562,13.25549886896304,11.677256062571724,1045.668549266105,6.309567847878521,15
X_0,Y_0,Z_3,W_2,2023-06-29,3,20.46683083164728,72.94962153481,11.29555442926371,6.669370795696157,966.4141393611393,2.5655602561977977,45
X_0,Y_4,Z_5,W_6,2023-12-28,3,22.07388509269692,58.43400367040456,5.679772068785493,18.204947504899387,962.7733281926954,8.30335982145538,71
X_0,Y_2,Z_3,W_11,2023-02-04,5,34.342331312055755,29.526400836998867,9.603279992869346,12.232846676719447,997.2347053261879,4.678035191149982,72
X_2,Y_2,Z_1,W_2,2023-12-25,0,14.358559231534482,25.159597507188217,1.6804223296999816,13.529852268467206,1046.8098893738488,6.494794666427166,65
X_2,Y_4,Z_6,W_2,2023-04-13,3,2.2116056761275384,79.30731486803124,10.538324804439762,0.11641420201805142,1047.137921525801,5.10056057460573,7
X_2,Y_4,Z_5,W_9,2023-06-10,5,20.765263478277806,68.01115220766665,12.340986134872042,9.97697104125246,972.791474105291,9.129951294570581,57
