id,f1,f2,f3,f4,f5,design
1,3.745401188473625,8.124211393532637,1.1178501092950026,3.4209406399158793,2.384398906151142,100.0
2,9.50714306409916,8.106563285150985,6.971836348150395,8.178031905734693,4.90244080343966,100.0
3,7.319939418114051,1.8208549274382133,2.6023237018277627,3.793257630312164,3.563888309381328,79.02259441990347
4,5.986584841970366,5.449782742323233,9.649632857225097,5.09698134173621,4.289922254537444,97.22061753560993
5,1.5601864044243652,1.5180288401497986,2.3379645497780164,1.1045848591729057,1.5300986909673937,59.87337563354157
6,1.5599452033620265,5.94575994091362,4.731617113543214,1.65202199015103,4.44805792909049,93.92342707485004
7,0.5808361216819946,4.973774512360393,1.7681470127077947,4.532442007660164,4.691028762053577,93.14378557523577
8,8.661761457749352,8.989337644824698,9.971868266613527,5.319449512454112,2.9482476752757436,100.0
9,6.011150117432088,4.158235112968708,5.519755092981184,6.400184933073733,3.4250117510039098,94.34887195603231
10,7.080725777960454,2.053603147848453,6.358465155880394,3.624963208383729,4.059239203611982,80.08340127080022
11,0.20584494295802447,2.2869251384755227,1.6036882964958474,7.254836975138883,1.6993545090416502,100.0
12,9.699098521619943,7.85359568545725,7.7496442335926,8.741101574702842,3.0102643058537697,100.0
13,8.324426408004218,6.56396256984635,2.889150337860272,8.018658900040148,2.5946521110892524,100.0
14,2.1233911067827616,1.9101040851051123,9.082488604966423,1.3565694281352143,1.5854959686489964,74.54238653740981
15,1.8182496720710062,1.756961255034977,2.8462567643380643,5.32456252532046,2.4701376891661257,81.1769670470527
16,1.8340450985343382,7.30872218313208,2.716189485972999,1.9443716057635738,1.2726892375419743,97.69140549827398
17,3.0424224295953772,1.6548670572777417,1.328947010632854,3.178405142762747,1.103247627797948,66.57699415013079
18,5.247564316322379,8.396740533613206,5.248602505989993,9.879963339404318,1.540665156619291,100.0
19,4.319450186421157,7.3561800444084655,6.083570199363548,2.282459886113619,4.852460446356695,98.0794156338959
20,2.9122914019804194,1.7321390257770979,1.5913777548551713,5.489993381062204,3.198118143580068,87.11825876577673
21,6.118528947223795,1.7635394267667273,7.9797485502550956,6.563401608863072,4.863288644612879,94.67502302526694
22,1.3949386065204183,9.87975620651058,5.079599512732249,7.322184734896935,2.729991513320528,100.0
23,2.9214464853521815,4.368437161805083,5.7195124239482205,6.036838151382227,2.2472645323410383,100.0
24,3.663618432936917,4.335779323602019,4.966864722444053,1.087937626772653,3.0245674513609764,79.92673373120235
25,4.56069984217036,8.315196105317522,4.606867547877934,3.938151774195927,2.7580467545316405,100.0
26,7.851759613930136,9.525237196454729,6.036762981773961,5.6594047904624025,1.4226587370469757,100.0
27,1.9967378215835974,9.874009574405838,2.3971622133764123,1.7907984923035003,3.563305258760825,100.0
28,5.142344384136116,7.780403667330475,2.63735317445744,4.155642380882627,1.8641527300383984,100.0
29,5.924145688620425,4.386336269778242,8.756070589121656,1.298827979122299,3.4783518195913183,81.35643237929224
30,0.46450412719997725,1.7515064502880189,9.515039159202695,1.7072064743951867,3.6008043695926135,75.20404538249895
31,6.075448519014383,7.994322243346931,4.359783846517777,4.5723094858143645,1.6080994125145924,100.0
32,1.7052412368729153,6.025638247622245,3.436702058291984,2.194441786387543,1.2453985084426726,95.83683527718512
33,0.6505159298527952,4.817998083222786,6.795995889151142,6.107867634354023,4.123046344273759,100.0
34,9.488855372533333,9.157189465852625,4.678607539882868,7.2051847222353915,2.8392016950772807,100.0
35,9.656320330745594,2.000777340755362,1.2284772009431038,8.205280291981746,1.2326551820219032,83.79685740453058
36,8.08397348116461,5.433625938617732,2.4053733762957132,2.8013521982032907,4.979465268679069,88.11774015440896
37,3.0461376917337066,1.1021828029067717,7.443750059626578,2.507343240331628,1.2311222439854665,74.18796016296024
38,0.9767211400638387,5.217945777947136,6.930315477191362,1.9411105630096022,3.7801409154342127,86.3576083143546
39,6.842330265121569,1.5067294811365362,1.2438639325313514,6.72787224589273,4.934715701053655,81.86204575111357
40,4.4015249373960135,2.0693612464126474,2.997749457396545,7.35828153838211,1.9567204168637025,88.88277628972861
41,1.2203823484477883,2.057736220993944,3.0796731692926427,1.2842753034307783,1.5689974747487847,70.83755456234353
42,4.951769101112702,6.842892719044572,7.047034692388555,9.42591021619321,1.4855397576897156,100.0
43,0.34388521115218396,7.71440391338881,1.1773948397892773,1.4677415528632518,2.213100590270382,94.18212294870278
44,9.093204020787821,6.250318885874437,1.9369772378611647,5.871667017709634,1.4041832440425868,100.0
45,2.587799816000169,9.659552936270877,8.199244768358703,7.381544675058247,3.7686453667765276,100.0
46,6.62522284353982,4.373835215713337,2.6069019584890025,8.83872211371477,1.2491671925202508,100.0
47,3.1171107608941098,3.571408776536747,6.874714970666872,7.4267823891918505,3.037688512599159,100.0
48,5.200680211778108,8.817392153705143,3.1436450294205387,8.215552747628127,4.986787415411907,100.0
49,5.4671027934327965,3.0123625466750736,1.8949725348341064,4.0550517328852544,4.255881078024075,89.57028137876118
50,1.8485445552552704,9.669002854965502,3.1885497189950867,8.33342602371861,3.4608777529240435,100.0
51,9.695846277645586,1.109390272208347,7.500402386700932,1.7210336174620764,2.2250144831464467,70.55980977167853
52,7.7513282336111455,9.728909440368751,8.701268212956572,9.05334990454475,3.495583345166554,100.0
