CustomerId,Exited
15799217,0
15748986,0
15722004,0
15780966,0
15636731,0
15670646,1
15610156,0
15736816,0
15581388,0
15790322,0
15609758,1
15759537,0
15727688,0
15790594,0
15729763,0
15619029,0
15674254,0
15598744,1
15703399,0
15690372,0
15748116,0
15734850,0
15659949,0
15650575,1
15752186,0
15598892,0
15669060,0
15806210,0
15607395,0
15759184,0
15765297,0
15723658,0
15780386,0
15578462,0
15775797,0
15794549,0
15640686,1
15616454,1
15697307,0
15749727,0
15729832,0
15669611,0
15658889,1
15707291,0
15781914,0
15814040,0
15792650,1
15769402,0
15681697,0
15709368,0
15790599,0
15762993,0
15637324,0
15756241,0
15604482,0
15779423,0
15803202,1
15680998,0
15587174,1
15632439,0
15740630,0
15733581,0
15757467,0
15745355,0
15743545,0
15778395,1
15625035,0
15685805,0
15649536,0
15798666,0
15632256,0
15623966,0
15723950,1
15707696,0
15574115,0
15723872,0
15599004,0
15568742,0
15589725,0
15751177,1
15608760,0
15766659,0
15598940,0
15654577,1
15669204,0
15797627,0
15571221,1
15649354,0
15746569,1
15766064,0
15690898,0
15572114,0
15654901,0
15689602,0
15753566,0
15740470,0
15785975,0
15594084,0
15672894,0
15566735,0
15794566,1
15789425,1
15597602,1
15635500,0
15594576,0
15769451,0
15624388,1
15796115,1
15711991,0
15690188,1
15793049,1
15622774,0
15763055,0
15720774,1
15612103,1
15586674,1
15621546,0
15608381,1
15568044,0
15797227,0
15637954,0
15775663,0
15763747,0
15595135,0
15639576,0
15690647,1
15729804,0
15813850,0
15801462,0
15767722,0
15679531,0
15602647,1
15581440,1
15796231,0
15610454,0
15794479,0
15807609,1
15804937,0
15763097,0
15726774,0
15779744,0
15645184,0
15579583,0
15787597,0
15707025,0
15633537,0
15594450,0
15797204,0
15725024,0
15576615,0
15628008,0
15711889,0
15685947,1
15706269,0
15627848,0
15814816,1
15777599,0
15792360,0
15615050,1
15621520,0
15734942,0
15604044,0
15669606,0
15687162,1
15610416,1
15654495,0
15749119,0
15596088,0
15599535,0
15674671,0
15607098,0
15727361,0
15671293,1
15648064,0
15770984,0
15674149,0
15654519,0
15618018,0
15716822,0
15594812,0
15581102,0
15775335,0
15714689,0
15573893,0
15673529,0
15706036,0
15579109,0
15747927,0
15642137,0
15641319,1
15579526,0
15805884,0
15686963,0
15743976,0
15779620,0
15713440,1
15699095,1
15604792,0
15764916,1
15654891,0
15578156,0
15800434,1
15752731,0
15787550,0
15588854,0
15636684,0
15814035,0
15577018,0
15779497,0
15631481,0
15791053,1
15791326,0
15669501,0
15729956,0
15645543,0
15706637,0
15708236,0
15642345,1
15640627,0
15698703,0
15618410,0
15592025,0
15613962,0
15666197,0
15612670,0
15591036,1
15748552,0
15776454,1
15598175,0
15755731,1
15625713,0
15664555,1
15780779,0
15718893,1
15798850,0
15641490,0
15765322,0
15625021,0
15793803,0
15652999,0
15763665,0
15624229,0
15690673,0
15669945,0
15566894,0
15605134,0
15679453,1
15813681,0
15707488,0
15582944,0
15570004,0
15580719,0
15757981,0
15679145,1
15735439,0
15733169,0
15694677,0
15630106,0
15709387,0
15753754,0
15718443,0
15774402,0
15631838,0
15572428,0
15582903,0
15776947,1
15660101,0
15680666,0
15784594,0
15775590,1
15641675,1
15566139,0
15636820,0
15583076,0
15610727,0
15665221,0
15778915,0
15635776,0
15684171,0
15617877,0
15756277,0
15595874,0
15664539,0
15655298,0
15708904,0
15677939,0
15667456,0
15579212,1
15713673,0
15640825,0
15624013,0
15794276,0
15803790,0
15813946,1
15642725,0
15596863,0
15791316,0
15697249,0
15691457,0
15649668,0
15737104,1
15809263,0
15635034,1
15665177,0
15682523,0
15709531,0
15684801,1
15612207,1
15811200,0
15734886,0
15806956,1
15621629,0
15673074,0
15710404,0
15794841,0
15623502,0
15636520,0
15616745,0
15646351,0
15757535,1
15614187,0
15685920,0
15762927,0
15768151,1
15742172,0
15812647,0
15689351,1
15785078,0
15782735,0
15732430,0
15789313,1
15770039,1
15647295,0
15601688,0
15625819,0
15668774,1
15621550,1
15787155,0
15662908,0
15673180,0
15694805,0
15619674,0
15611599,0
15750335,1
15591135,0
15697702,0
15617991,0
15674368,0
15802809,0
15629511,0
15809265,0
15688973,0
15766137,0
15659175,0
15808662,0
15619465,0
15675422,0
15749540,0
15784280,0
15661830,0
15764335,0
15809558,0
15802741,1
15694253,0
15589323,0
15634844,1
15675949,0
15616122,0
15572356,0
15800229,0
15686941,0
15781989,0
15799384,0
15686588,0
15656592,0
15607040,0
15623369,1
15764431,1
15798888,0
15645353,0
15658306,0
15793723,0
15592914,0
15719624,0
15775912,1
15680920,0
15711015,0
15747168,1
15669783,1
15683553,0
15780677,0
15616525,0
15637428,0
15733476,0
15697510,1
15766185,0
15715750,1
15700656,0
15725665,1
15726676,0
15609913,0
15794472,0
15798348,0
15591130,0
15598536,0
15742809,0
15799350,0
15762138,0
15651052,1
15728333,0
15726556,0
15738487,0
15582033,1
15745107,0
15726234,0
15626612,1
15739997,0
15659149,0
15763029,1
15583725,0
15803456,1
15734177,0
15739548,0
15607748,0
15775430,0
15645059,0
15644765,0
15618243,0
15754874,0
15731117,0
15631639,0
15638806,0
15768451,1
15696371,0
15626882,0
15691004,1
15740900,0
15815443,0
15567506,1
15672640,0
15662662,0
15570289,1
15709487,0
15617078,0
15597885,0
15678779,0
15677435,0
15589204,0
15605672,0
15663650,1
15589563,0
15643121,0
15698184,0
15793311,1
15680112,0
15635143,0
15704053,1
15684419,0
15583499,0
15774727,0
15659105,0
15709643,0
15803682,0
15610643,0
15728605,0
15757306,1
15628203,0
15579112,0
15578515,0
15706199,0
15675450,0
15665524,0
15706762,0
15644686,0
15790757,0
15652835,0
15648721,0
15697020,0
15624510,1
15690130,0
15688074,0
15732476,0
15623712,1
15574608,0
15763108,1
15754301,0
15601503,0
15775124,0
15629448,0
15778830,0
15645839,0
15792989,0
15740846,0
15796790,0
15603323,0
15664895,0
15623220,0
15596212,0
15722965,1
15647207,0
15671256,1
15673084,0
15765518,1
15798532,0
15614520,0
15701238,0
15679410,1
15806467,1
15625824,1
15752801,1
15777896,0
15812750,0
15635435,1
15790314,0
15766776,0
15627195,0
15738627,0
15703167,0
15754068,0
15628170,0
15587913,0
15784286,0
15605737,0
15815560,0
15750731,1
15612358,0
15604348,0
15641782,1
15692207,0
15808849,0
15730688,1
15769781,0
15807107,0
15797964,0
15709447,0
15676645,0
15677249,0
15686463,1
15626233,0
15595158,0
15616666,0
15723484,0
15684516,0
15733974,0
15657565,0
15643865,1
15687852,0
15679148,0
15746662,0
15677906,0
15716381,1
15613854,1
15669887,1
15807524,0
15629094,1
15699772,1
15672144,1
15789941,0
15582741,1
15789863,0
15606158,0
15811127,0
15583692,0
15756425,0
15566030,1
15619889,0
15644132,0
15739438,0
15581736,0
15663964,0
15667938,0
15688865,0
15661591,0
15584364,1
15649121,1
15603481,0
15674880,0
15620443,0
15579262,0
15775318,1
15784700,0
15728043,0
15753591,0
15735636,1
15769169,0
15595937,0
15715208,0
15779522,1
15761654,0
15711687,0
15595991,0
15760102,0
15690169,1
15763111,0
15616529,0
15799910,1
15577587,1
15721019,0
15748797,1
15810839,0
15612893,0
15718245,0
15815259,0
15685243,0
15643658,0
15629299,1
15779059,0
15694829,0
15814430,1
15642093,0
15790829,0
15670602,0
15745266,1
15605333,0
15656300,0
15721921,0
15637829,0
15578096,0
15632789,0
15655952,0
15789498,0
15572547,1
15693347,0
15646609,0
15747980,0
15627190,0
15747807,0
15658032,0
15593959,0
15579826,0
15791851,0
15660301,0
15779973,0
15789413,0
15587573,0
15698510,0
15810227,0
15685476,0
15586504,0
15796114,0
15689081,1
15690939,0
15682273,0
15609899,0
15750755,0
15808017,0
15585362,1
15677387,0
15794792,0
15700801,1
15579617,1
15665062,0
15582129,1
15624695,0
15771749,0
15598521,0
15617617,0
15581280,0
15649124,0
15748068,0
15642726,0
15710316,0
15699963,0
15751771,0
15656249,0
15610002,0
15744942,1
15599829,0
15677052,1
15811261,0
15642002,1
15699524,0
15700300,1
15644856,0
15600110,0
15773792,1
15619932,0
15793491,0
15782630,0
15659567,1
15576706,0
15610226,0
15773394,0
15699634,0
15722632,1
15762392,0
15726931,1
15701319,1
15687752,0
15764927,0
15808760,0
15701352,0
15672447,1
15761763,0
15732199,0
15646539,0
15813917,0
15799479,0
15790750,0
15773972,1
15709604,0
15647099,0
15602554,0
15814405,1
15596414,0
15567367,0
15570912,0
15589380,0
15647311,0
15583548,1
15668521,0
15730830,0
15683524,0
15655339,0
15769974,0
15593715,0
15807305,0
15788483,0
15745196,0
15795690,0
15641009,0
15795895,0
15641835,0
15771139,0
15766667,0
15725772,0
15705085,0
15749365,0
15718216,0
15749528,0
15715510,0
15683403,1
15682914,0
15692664,0
15660608,0
15622518,1
15596761,1
15742378,0
15780056,0
15566378,1
15604544,0
15617166,0
15808544,1
15597239,0
15678886,0
15699238,0
15812482,0
15608328,0
15574879,0
15669899,1
15772559,1
15808283,0
15601263,0
15650237,0
15724944,0
15762216,0
15605950,0
15806511,0
15565806,0
15606755,1
15728838,1
15586310,0
15610912,0
15683892,0
15663161,1
15725036,0
15640074,1
15621435,0
15780654,0
15803415,0
15775339,0
15751491,1
15725997,0
15641822,0
15609286,0
15647259,0
15666767,0
15592386,0
15755209,0
15714241,1
15657107,1
15605804,0
15793247,0
15777901,1
15805769,0
15733872,1
15732448,0
15626983,0
15801821,0
15729954,1
15770974,0
15610056,0
15695499,0
15656100,0
15769412,1
15570857,0
15681439,0
15725221,0
15622801,0
15582335,0
15602282,1
15680727,0
15656901,0
15621075,0
15810390,1
15682369,0
15775662,0
15605264,0
15619016,0
15632324,0
15740411,0
15809830,0
15758372,1
15566988,1
15763980,0
15613749,1
15623082,0
15597033,0
15724453,0
15745417,0
15596649,0
15707441,0
15632365,0
15618695,0
15607142,0
15662901,0
15681476,1
15665834,0
15642248,0
15686137,0
15566843,0
15746183,0
15572398,0
15606274,0
15635277,0
15670066,0
15600821,0
15750141,0
15807546,0
15692106,1
15777923,0
15628813,0
15683118,0
15638988,0
15672598,0
15764604,1
15603741,0
15785342,0
15717185,0
15707110,0
15802220,0
15580148,1
15736656,0
15787174,0
15749093,0
15761487,1
15615832,0
15784918,0
15590606,0
15631912,0
15753229,0
15799652,0
15595071,0
15688193,0
15591179,0
15649450,0
15590730,0
15704209,1
15760216,1
15652469,0
15579996,0
15605286,1
15648898,0
15630402,0
15716728,0
15803750,1
15618581,0
15566156,0
15632859,0
15655232,0
15762729,1
15694209,0
15699340,0
15627412,0
15796351,0
15573077,1
15744423,0
15576550,1
15691150,0
15612455,0
15792525,1
15570192,0
15769353,1
15653455,0
15778463,0
15709994,1
15662494,0
15761053,1
15684367,0
15598894,0
15608701,1
15695872,0
15623196,0
15627262,0
15605000,1
15576044,0
15662434,0
15723604,0
15723299,1
15605327,0
15710421,0
15715345,0
15802381,0
15697460,0
15792818,0
15726179,1
15661532,0
15573520,0
15654878,0
15588580,0
15689294,0
15665629,0
15656417,0
15625716,0
15642202,0
15735263,0
15655335,0
15611669,1
15695225,0
15683195,0
15773973,0
15803681,0
15575024,0
15574122,0
15641136,0
15665385,0
15727021,0
15670562,0
15578435,0
15669293,0
15728523,0
15793901,0
15768342,1
15756804,1
15665110,0
15635459,0
15679024,0
15715941,0
15626414,0
15686302,0
15643438,0
15782311,0
15604804,0
15644400,0
15580462,0
15615245,0
15661162,1
15645355,1
15757385,0
15743236,1
15666453,0
15607629,0
15653037,0
15748752,0
15593178,1
15693131,0
15647898,1
15662626,0
15683276,0
15760880,0
15582616,0
15671766,0
15654274,0
15740104,1
15741693,0
15800784,0
15626042,0
15569178,0
15598510,0
15796957,1
15611579,0
15612525,1
15638983,0
15786042,0
15687688,0
15637690,1
15569654,0
15764284,0
15706170,0
15589881,0
15593897,0
15715527,0
15700255,0
15576022,0
15762331,0
15752953,0
15654292,0
15705313,0
15568240,0
15757541,1
15671124,0
15783026,0
15788022,0
15621093,0
15776725,0
15717138,0
15691011,0
15652615,0
15589969,0
15701936,1
15736717,0
15779627,0
15744979,0
15737741,1
15567778,1
15711254,0
15756610,1
15617331,1
15768293,0
15636673,0
15729908,0
15813444,0
15611544,0
15580872,0
15776404,0
15755223,0
15736112,0
15570417,0
15662063,0
15699515,0
15743040,0
15638028,0
15805162,0
15778410,1
15793883,0
15589488,0
15771054,0
15678284,1
15628697,0
15711446,1
15605826,1
15691104,1
15707362,1
15650424,1
15753337,1
15592854,0
15594917,0
15607537,1
15731555,1
15737778,0
15789815,0
15730639,0
15729201,1
15729117,0
15727944,0
15638646,0
15618437,0
15791867,1
15614778,0
15662203,0
15687329,1
15677062,0
15674620,0
15689980,1
15641640,0
15730339,0
15755678,1
15642448,0
15572182,1
15567422,0
15774507,0
15797010,0
15713463,1
15732438,1
15759244,0
15686236,1
15585222,0
15615177,0
15727490,1
15662658,0
15618401,0
15713632,0
15643215,0
15806796,0
15566292,0
15749050,0
15732270,1
15794171,1
15725311,0
15669342,0
15643828,0
15686164,0
15599272,0
15568025,0
15675854,1
15756299,0
15582762,0
15652400,0
15752026,1
15720644,0
15680587,0
15749328,1
15741633,0
15728912,0
15759915,0
15640442,0
15626243,0
15592736,1
15736534,0
15668830,0
15595153,0
15613656,0
15756560,0
15814519,0
15649430,0
15804394,1
15652218,0
15740557,0
15612064,1
15704483,0
15572777,0
15749130,0
15738785,0
15801188,0
15741429,0
15575748,0
15731744,0
15699225,0
15807457,0
15770121,0
15711571,0
15650086,0
15714240,0
15775905,1
15772423,1
15591552,0
15615938,0
15726046,0
15586699,0
15684348,0
15711843,1
15693947,0
15645323,1
15752694,0
15726088,0
15812356,0
15692132,0
15679429,0
15636572,0
15763895,0
15630321,0
15790717,0
15587640,0
15612931,0
15619130,0
15792064,1
15619083,0
15784092,0
15808960,0
15756538,0
15772941,0
15574068,1
15691627,0
15786063,0
15604832,0
15677217,0
15619238,0
15675675,0
15691323,0
15613140,0
15608230,0
15750921,0
15750684,1
15665678,0
15624374,0
15757821,0
15572657,0
15798844,1
15711789,1
15720305,1
15746451,0
15625092,1
15722692,0
15785654,1
15605339,0
15567399,0
15625623,0
15745826,0
15728709,0
15639278,1
15592230,0
15810460,1
15768359,0
15778418,1
15672983,0
15645942,0
15720968,0
15729718,1
15758702,0
15583748,0
15768945,0
15804822,0
15781589,0
15805212,0
15578787,1
15614034,0
15700714,0
15734626,0
15663294,0
15644934,0
15694581,0
15649160,0
15579559,0
15813894,0
15685019,0
15769499,0
15600173,0
15649101,0
15613017,0
15751336,0
15613471,0
15593454,0
15720371,1
15777614,0
15768600,1
15787189,1
15796434,0
15729083,0
15611551,0
15587647,1
15707962,0
15718789,0
15736778,0
15703614,0
15707634,0
15717225,0
15754574,0
15675185,0
15663168,0
15576094,0
15565996,0
15601892,0
15612087,0
15661433,0
15766044,1
15692416,1
15747458,0
15692317,0
15794122,0
15710553,0
15794396,0
15806332,0
15791342,0
15765952,0
15676519,1
15747649,0
15707637,1
15613772,1
15574523,0
15721793,0
15776051,0
15761168,1
15738715,1
15730038,1
15625584,0
15765532,0
15629744,0
15795954,0
15702430,0
15646615,0
15662232,0
15782231,0
15807709,0
15623478,0
15740223,1
15697127,0
15625545,1
15774151,1
15577398,0
15608109,0
15570835,1
15762123,0
15763107,0
15572022,0
