id,Area,MajorAxisLength,MinorAxisLength,Eccentricity,ConvexArea,EquivDiameter,Extent,Perimeter,Roundness,AspectRation,Class
12046,8546,152.6508233,71.63296752,0.8830599034000001,8661,104.3125359,0.5886485742,365.605,0.8034308423000001,2.131013534,0
12165,8699,154.7831289,72.44329797,0.8837120635,8962,105.24215320000002,0.5891236625,374.17199999999997,0.7807942820999999,2.136610746,0
8341,5772,154.4179327,49.22905362,0.9478206654000001,6053,85.72711737,0.4412844037,342.93699999999995,0.616747642,3.1367235680000003,1
15997,5867,131.3758655,57.87898848,0.8977230292,6138,86.42971948,0.5606306737,318.776,0.7255289037999999,2.26983693,0
13199,7788,147.9973805,68.0720857,0.8879423997,8028,99.57906193,0.5886176404,356.085,0.7718420723999999,2.174127309,0
6545,9926,157.1785321,81.3365556,0.8556960375,10167,112.4196412,0.7098112128,391.75,0.8127671170999999,1.932446376,0
16593,8827,161.74253059999998,70.38197638,0.9003588259,9081,106.0136098,0.6177911534,383.704,0.7534081908,2.298067473,0
10570,6828,173.9615071,50.88080746,0.9562706803000001,6952,93.23990354,0.42054693270000004,375.93699999999995,0.6071181741,3.4190005180000003,1
13896,10043,168.4407969,76.68459854,0.8903578089,10274,113.080258,0.7422764228000001,401.74,0.7819575482,2.196540115,0
6057,4975,138.59982490000002,46.33996877,0.942451238,5125,79.58873498,0.5937462703999999,310.115,0.6500659261999999,2.990934792,1
17021,8722,161.78385459999998,69.66511968,0.9025399492,8891,105.3811905,0.5684306568999999,377.398,0.7695321304,2.322307854,0
12951,9246,160.67646409999998,74.18643132,0.8870293096999999,9483,108.50056599999999,0.7648275292,387.135,0.775244832,2.16584706,0
14492,8184,152.54278280000003,68.85187354,0.8923414062,8316,102.07934379999999,0.6789447486,361.07599999999996,0.7888205920999999,2.215521161,0
11889,8540,153.4155564,72.20048222,0.8823358147,8801,104.27591149999999,0.5949146639,371.995,0.7755209415000001,2.12485501,0
7839,6215,126.87341370000001,63.68424429,0.8648960255,6329,88.95607776,0.6019953506,313.691,0.7936826371,1.992226101,0
12300,8143,150.25037949999998,70.14825634,0.8843229320999999,8309,101.8233255,0.7385271177,361.531,0.7828944493000001,2.141897566,0
189,5672,123.0789249,59.31319017,0.8762197134,5786,84.98126086,0.6551166551,296.222,0.812290673,2.075068371,1
14110,7648,147.51496640000002,66.95402772,0.8910630432,7876,98.67996777,0.5726265349,352.635,0.7728708245,2.203227669,0
6361,6392,157.54491130000002,52.37849083,0.9431148737999999,6551,90.21389677,0.4783715013,356.267,0.6328422076,3.0078169260000003,1
13711,8194,151.9313075,69.35378031,0.8897330754999999,8314,102.14169,0.5847844704999999,359.76599999999996,0.795546535,2.190670888,0
2299,5911,145.306033,52.78787266,0.9316770665999999,6064,86.75320714,0.5555451128,327.127,0.6941255677,2.75264044,1
13851,5581,125.49204650000001,57.157836100000004,0.89025124,5689,84.29679649,0.7760011123,296.659,0.79690551,2.195535295,0
3278,6509,154.71810559999997,54.80440124,0.9351617438,6736,91.03579624,0.8026883709,349.18199999999996,0.6708423000000001,2.8230963589999996,1
16450,8176,155.1232225,67.73674848,0.8996246046999999,8401,102.0294395,0.5455758708,374.735,0.7316480698000001,2.29008959,0
17416,7863,155.1459485,65.90133745,0.9053013233,8082,100.0573962,0.572770979,361.536,0.7559534306,2.354215476,0
15779,9292,164.57800469999998,72.7874701,0.8968832887,9586,108.7701331,0.5542829874,391.814,0.7606049816,2.26107604,0
11304,8707,152.79862230000003,72.84064162,0.8790605844,8880,105.2905348,0.7491825848,367.824,0.8087201845,2.097711098,0
16327,8109,155.0162071,67.88009707,0.8990284003,8339,101.6105283,0.5935441370000001,365.51800000000003,0.7627103275,2.283676862,0
4610,5714,147.2625967,50.73119373,0.9387882384,5941,85.29531499,0.5149139407,333.80199999999996,0.6444247788,2.9028017260000003,1
9310,4727,140.9989961,43.73216733,0.9506845597,4877,77.57965795,0.6252645503,312.98400000000004,0.6063888304,3.2241483719999997,1
14866,9300,163.3476349,73.27708419,0.8937346875,9532,108.8169461,0.7132995858,389.63300000000004,0.7698060994,2.229177603,0
12976,8957,158.3959897,73.10649713,0.8871180457,9256,106.7914163,0.5805301705,381.94699999999995,0.7715538306,2.166647232,0
10770,8125,147.49512130000002,70.92916709,0.8767800492,8297,101.7107236,0.6929046563,356.155,0.8049244920999999,2.079470652,0
8489,7701,141.4178808,70.16746004,0.8682247853,7943,99.0212994,0.6791005291,348.19199999999995,0.7982141277,2.015433946,0
11855,9379,160.15655049999998,75.43151816,0.8821406012999999,9548,109.2781483,0.6236866605,383.035,0.8033216665999999,2.123204656,0
10118,5230,149.9938238,44.98366958,0.9539695505,5383,81.6029584,0.6155838040999999,328.51599999999996,0.6089736486999999,3.334406134,1
219,5896,127.01399509999999,59.84329211,0.8820503770999999,6092,86.64306294,0.6103519668999999,309.264,0.7746554871,2.1224433119999997,1
10207,6192,163.4589216,48.79147081,0.9544115806999999,6337,88.79132424,0.4273291925,363.034,0.5903998113000001,3.350153601,1
10920,5571,159.3674451,45.23124035,0.9588783717,5714,84.22124140000001,0.4776234568,346.051,0.5846053767,3.523393209,1
849,5283,132.48018290000002,51.29220976,0.9220087987000001,5349,82.01539194,0.8092830882,299.39599999999996,0.7406252038,2.5828519290000003,1
5036,6128,152.17167959999998,51.95628370000001,0.9399064723999999,6304,88.33126247,0.6528177265999999,342.749,0.6555053308,2.9288407239999996,1
9559,6124,160.77645859999998,49.4141364,0.9515975622,6266,88.30242903,0.6653628857,352.375,0.6197761620000001,3.25365311,1
7605,5780,152.0935398,49.29804065,0.9460126356999999,5959,85.78650575,0.4848586528,336.144,0.6428164396,3.085184276,1
7735,6771,164.8241646,53.27500229,0.9463227409999999,6967,92.84990553,0.4915426497,365.57599999999996,0.6366596475999999,3.0938368360000004,1
814,6146,143.32093759999998,55.65365747,0.9215267376,6313,88.46089668,0.73879072,328.871,0.7140872226,2.575229448,1
4025,5624,144.5945676,50.4226218,0.9372279715999999,5840,84.62091467,0.5172445507,333.80300000000005,0.6342707808,2.867652702,1
396,4454,117.92792050000001,49.2484593,0.9086241120999999,4558,75.30610156,0.5755265538000001,273.942,0.7458351248,2.394550452,1
5153,7712,135.17348230000002,74.75847327,0.8331442396,8035,99.09199447,0.6052900086,352.44300000000004,0.7801877128,1.808135939,0
28,3951,94.12263105,55.39145755,0.8084949806999999,4045,70.92650732,0.6069124424,247.032,0.8135991098,1.6992264730000002,1
9211,8680,150.7034717,74.09294017,0.8707944815,8899,105.1271575,0.7212297465999999,366.344,0.8127396042,2.033978829,0
12895,9660,163.8795043,75.74593231,0.8867730849,9820,110.9030838,0.5975504145,392.06800000000004,0.7897037418999999,2.163541979,0
7474,6153,157.28796519999997,51.12136705,0.9457079454,6348,88.51125871,0.5893678161,347.115,0.6417265629,3.076755852,1
8134,6834,165.9871077,53.18586113,0.9472750251000001,7037,93.28086111,0.444921875,371.61800000000005,0.6218581852,3.120887848,1
11906,8610,153.01679840000003,71.98511523,0.8824323581999999,8805,104.70239959999999,0.7458419958,374.10900000000004,0.7730662313,2.125672757,0
7366,5957,154.0370389,50.19190369,0.9454238654000001,6104,87.09011407,0.48668300649999996,337.55800000000005,0.6569626114,3.068961877,1
2783,6390,151.6096679,54.35444973,0.9335236881,6520,90.1997821,0.6571369807,339.57300000000004,0.6963770007,2.7892779460000003,1
3781,6432,154.14466919999998,54.01534956,0.9365927285,6622,90.49572781,0.8084464554999999,345.965,0.6752919454,2.853719737,1
15579,8683,159.0475122,70.59113628,0.8961076438,8911,105.14532309999998,0.5888376509000001,380.587,0.7533065882,2.253080494,0
1394,6908,154.011497,57.65660795,0.9272811819,7104,93.78453377,0.5014518002,351.173,0.7039145748000001,2.671185532,1
4310,6141,117.5557041,69.28141823,0.8078780466,6421,88.42490624,0.6393545029,310.231,0.8018231223000001,1.6967854740000001,0
508,6353,142.8945698,57.92866234,0.9141418698,6546,89.93826120000001,0.5577699736999999,330.66,0.7301723725,2.466733462,1
11218,5696,163.0918704,44.71347572,0.9616837282999999,5820,85.16086218,0.5388836329,349.647,0.5854910114,3.6474880960000005,1
8176,5209,145.751933,46.65584156,0.9473822590000001,5388,81.43896358,0.5164072569,318.692,0.6444984810000001,3.1239803669999997,1
7549,6121,157.2045415,51.01146514,0.9458887698999999,6287,88.28079776,0.4912520064,344.75199999999995,0.647170414,3.0817491930000003,1
20,3552,88.02937756,53.17603697,0.7969301343,3654,67.24988374,0.6237050044,232.122,0.8284193098,1.65543321,1
6264,6372,158.4121178,52.75540122,0.9429175386,6613,90.07265056,0.4708142456,354.10699999999997,0.6385819036,3.0027658610000003,1
7895,7063,168.7791916,54.36693947,0.9466992772,7202,94.83085418,0.4652832675,372.37199999999996,0.6400958855,3.1044453360000004,1
17802,8864,165.8945411,68.88075195,0.9097264754000001,9021,106.23556529999999,0.7768624014,385.37300000000005,0.7500272521,2.408431041,0
5392,6737,160.1525231,54.26202214,0.9408531386,6898,92.61649320000001,0.5085295893999999,356.332,0.6667557359,2.9514661789999996,1
10203,8800,153.04488480000003,74.21300368,0.8745640270999999,9109,105.85134860000001,0.6481072323,378.171,0.7732431693999999,2.062238115,0
16251,9377,165.7227703,72.68628654,0.898681568,9541,109.2664963,0.5605571497,390.921,0.7710735004000001,2.279972994,0
5809,6327,155.36240769999998,52.21809768,0.9418244854000001,6451,89.75403389,0.47450127490000005,345.74,0.6651329198,2.9752598160000003,1
